document_id,label_id,user_id,prob
1,3.0,4,0.9257142857142856
2,3.0,4,0.9257142857142856
3,3.0,4,0.9257142857142856
4,3.0,4,0.9257142857142856
5,3.0,4,0.9257142857142856
6,3.0,4,0.9257142857142856
7,3.0,4,0.9257142857142856
8,3.0,4,0.9257142857142856
9,3.0,4,0.9257142857142856
10,3.0,4,0.9257142857142856
11,3.0,4,0.9257142857142856
12,3.0,4,0.9257142857142856
13,3.0,4,0.9257142857142856
14,3.0,4,0.9257142857142856
15,3.0,4,0.9257142857142856
16,3.0,4,0.9257142857142856
17,3.0,4,0.9257142857142856
18,3.0,4,0.9257142857142856
19,3.0,4,0.9257142857142856
20,3.0,4,0.9257142857142856
21,3.0,4,0.9257142857142856
22,3.0,4,0.9257142857142856
23,3.0,4,0.9257142857142856
24,3.0,4,0.9257142857142856
25,3.0,4,0.9257142857142856
26,3.0,4,0.9257142857142856
27,3.0,4,0.9257142857142856
28,3.0,4,0.9257142857142856
29,3.0,4,0.9257142857142856
